Top pages,Clicks,Impressions,CTR,Position
https://antidote.fit/clinic/view/rajashri-grandhim-hospitals,0,33,0%,11.39
https://antidote.fit/clinic/view/skinmax-skin-clinic,0,33,0%,11.55
https://antidote.fit/clinic/view/vlcc-beauty-clinic---0-1750489964,0,33,0%,11.67
https://antidote.fit/clinic/view/fms-skin-and-hair-clinic---kon,0,33,0%,11.88
https://antidote.fit/clinic/view/dr-jigna-0-1750455190,0,33,0%,12.33
https://antidote.fit/clinic/view/aayna-clinic-0-1750458354,0,33,0%,13.64
https://antidote.fit/clinic/view/orchid-skin--3-1750457457,0,33,0%,13.82
https://antidote.fit/clinic/view/dr.-keerthana-kalva,0,33,0%,14.06
https://antidote.fit/clinic/view/backstage-me-13-1750458694,0,32,0%,7.47
https://antidote.fit/clinic/view/health-and-glow---frazer-town,0,32,0%,8.81
https://antidote.fit/clinic/view/sant-dental--3-1750459078,0,32,0%,9.03
https://antidote.fit/clinic/view/vem-speciality-clinics---,0,32,0%,9.09
https://antidote.fit/clinic/view/the-skin-22-1750457997,0,32,0%,9.22
https://antidote.fit/clinic/view/glamm-dental-15-1750458415,0,32,0%,9.25
https://antidote.fit/clinic/view/beauty-p-16-1750472021,0,32,0%,9.34
https://antidote.fit/clinic/view/dr-verma-3-1750455457,0,32,0%,9.56
https://antidote.fit/clinic/view/skin-con-4-1750455232,0,32,0%,9.84
https://antidote.fit/clinic/view/dr-guru-advanced-skin-and,0,32,0%,9.88
https://antidote.fit/clinic/view/dr.-shreeshail’s-aesthetics,0,32,0%,10.12
https://antidote.fit/clinic/view/angels-cosmetic-17-1750461516,0,32,0%,10.78
https://antidote.fit/clinic/view/dr-amrit-18-1750440493,0,32,0%,11.72
https://antidote.fit/clinic/view/dermexpe-14-1750456514,0,32,0%,11.94
https://antidote.fit/clinic/view/jivisha-clin-18-1750459404,0,32,0%,12.06
https://antidote.fit/clinic/view/cutis-sk-7-1750456824,0,32,0%,12.75
https://antidote.fit/clinic/view/render-skin--ha-7-1750460252,0,32,0%,12.84
https://antidote.fit/clinic/view/eyeconic-eye-hospital-15-1750491908,0,32,0%,13.09
https://antidote.fit/clinic/view/ak-clinics---ha,0,32,0%,13.22
https://antidote.fit/clinic/view/mahila-bangle-stores,0,32,0%,16.44
https://antidote.fit/clinic/view/dr-anuj-saig-6-1750457918,0,32,0%,17.38
https://antidote.fit/clinic/view/new-look-skin-hair-and-laser-clinic,0,32,0%,58.84
https://antidote.fit/clinic/view/nora-spa-dwa-10-1750457792,0,31,0%,4.77
https://antidote.fit/clinic/view/arogyaveda-hospital-and-health-care,0,31,0%,6.58
https://antidote.fit/clinic/view/glam-aesthetics-premium-lounge---best-aesthetics-c,0,31,0%,8.26
https://antidote.fit/clinic/view/drreeta--3-1750458736,0,31,0%,9.06
https://antidote.fit/clinic/view/berkowits-hair-and-skin-clinic-banaswadi,0,31,0%,9.61
https://antidote.fit/clinic/view/life-slimming-and-cosmeti,0,31,0%,9.65
https://antidote.fit/clinic/view/dermiq-skin-and-hair-clinic,0,31,0%,9.87
https://antidote.fit/clinic/view/mzas-ski-2-1750455510,0,31,0%,10.23
https://antidote.fit/clinic/view/dr-prafullas-0-1750438202,0,31,0%,10.71
https://antidote.fit/clinic/view/skinalaya----14-1750459654,0,31,0%,10.84
https://antidote.fit/clinic/view/parli-cosmetic-and-l-0-1750461592,0,31,0%,10.9
https://antidote.fit/clinic/view/glamore--12-1750455303,0,31,0%,11.23
https://antidote.fit/clinic/view/chosen-2-1750460461,0,31,0%,14.19
https://antidote.fit/clinic/view/advanced-grohair-and-gloskin---sain,0,31,0%,17.29
"https://antidote.fit/clinic/view/oliva-skin,-hai",0,31,0%,22.32
https://antidote.fit/clinic/view/advanced-grohair-and-gloskin---gach,0,30,0%,7.53
https://antidote.fit/clinic/view/toothful-19-1750440594,0,30,0%,8.27
https://antidote.fit/clinic/view/devam-orthodontic--dental-10-1750491656,0,30,0%,8.77
https://antidote.fit/clinic/view/nutrider-14-1750438479,0,30,0%,8.83
https://antidote.fit/clinic/view/dr-vedan-11-1750455416,0,30,0%,9
https://antidote.fit/clinic/view/zenil-ae-19-1750474687,0,30,0%,9.57
https://antidote.fit/clinic/view/aesthetics-b-1-1750458641,0,30,0%,10.07
"https://antidote.fit/clinic/view/kaya-clinic---jayanagar,-benga",0,30,0%,10.5
https://antidote.fit/clinic/view/tatva-skin-clinic,0,30,0%,11.37
https://antidote.fit/clinic/view/venkat-center-for-ae,0,30,0%,11.53
https://antidote.fit/clinic/view/dr-nitin-ver-7-1750458662,0,30,0%,13.9
https://antidote.fit/clinic/view/19-beauty-secrets:-weight-loss,0,30,0%,14.57
https://antidote.fit/clinic/view/dr-tinas-s-13-1750438254,0,30,0%,17.2
https://antidote.fit/clinic/view/dr-dipan-14-1750455337,0,30,0%,19.4
https://antidote.fit/clinic/view/skinamou-18-1750455361,0,29,0%,5.59
https://antidote.fit/clinic/view/shri-laxmi-b-15-1750459754,0,29,0%,8.17
https://antidote.fit/clinic/view/tejasri-dental,0,29,0%,8.76
https://antidote.fit/clinic/view/health--glow--e-4-1750460267,0,29,0%,8.97
https://antidote.fit/clinic/view/skin-shine-advanced-clini,0,29,0%,9.38
https://antidote.fit/clinic/view/skin-mantraa-2-1750457357,0,29,0%,9.55
https://antidote.fit/clinic/view/thera-world-skin-3-1750489715,0,29,0%,10
https://antidote.fit/clinic/view/habibi-family-salon--0-1750489473,0,29,0%,10.14
https://antidote.fit/clinic/view/cutis-sk-14-1750456966,0,29,0%,10.21
https://antidote.fit/clinic/view/bengaluru-hand-centre-and-maya-ent-,0,29,0%,10.86
https://antidote.fit/clinic/view/cure-well-prost-5-1750460174,0,29,0%,11.07
https://antidote.fit/clinic/all?page=57,0,29,0%,11.41
https://antidote.fit/clinic/view/sri-skin-zone,0,29,0%,11.59
https://antidote.fit/clinic/view/dr-navee-16-1750438436,0,29,0%,12.14
https://antidote.fit/clinic/view/akira-sk-11-1750455469,0,29,0%,12.17
https://antidote.fit/clinic/view/skin-decor-18-1750458909,0,29,0%,13.07
https://antidote.fit/clinic/view/dr-augustine-sk-6-1750460352,0,29,0%,13.38
https://antidote.fit/clinic/view/vs-dental--c-5-1750457603,0,28,0%,4.93
https://antidote.fit/clinic/view/dr-suhanis-d-13-1750459904,0,28,0%,6.75
https://antidote.fit/clinic/view/advanced-g-3-1750438303,0,28,0%,7.39
https://antidote.fit/clinic/view/aesthetic-dental-car-10-1750461967,0,28,0%,7.39
https://antidote.fit/clinic/view/advanced-grohair--gl,0,28,0%,8.07
https://antidote.fit/clinic/view/deepti-nadiminti-aesthetics-kukatpally,0,28,0%,8.25
https://antidote.fit/clinic/view/layers-clinics---a.-s.-rao-nag,0,28,0%,8.29
https://antidote.fit/clinic/view/kiara-lifest-24-1750460369,0,28,0%,8.5
https://antidote.fit/clinic/view/renova-a-4-1750438537,0,28,0%,9.18
https://antidote.fit/clinic/view/health-and-glow---sahakarnagar,0,28,0%,9.43
https://antidote.fit/clinic/view/skinmed---hair--18-1750461674,0,28,0%,9.5
https://antidote.fit/clinic/view/neo-skin-clinic---gachibowli,0,28,0%,10.36
https://antidote.fit/clinic/view/regrow-clinic,0,28,0%,10.36
https://antidote.fit/clinic/view/dr-prami-14-1750457300,0,28,0%,10.54
https://antidote.fit/clinic/view/dr-diwaker-sharma-dermato-8-1750491435,0,28,0%,11.04
https://antidote.fit/clinic/view/sparsh-skin--8-1750458762,0,28,0%,11.29
https://antidote.fit/clinic/view/mahi-skin-hair--12-1750460877,0,28,0%,11.36
https://antidote.fit/clinic/view/dr-prati-2-1750456041,0,28,0%,11.57
https://antidote.fit/clinic/view/lalit-beauty-collection---20-1750492275,0,28,0%,11.96
https://antidote.fit/clinic/view/ruva-skinhair---13-1750461347,0,28,0%,12.32
https://antidote.fit/clinic/view/vibhu-surgical-clinic,0,28,0%,13
https://antidote.fit/clinic/view/life-slimming-and-cosmetic-clinic-|-dils,0,28,0%,13.07
https://antidote.fit/clinic/view/clinic-derma-4-1750458702,0,28,0%,13.79
https://antidote.fit/clinic/view/dr-santo-4-1750455960,0,28,0%,19.18
https://antidote.fit/clinic/view/dr-g-n-bandari-|-hand-surgeon-|-han,0,28,0%,24.96
https://antidote.fit/clinic/view/health--gl-10-1750438361,0,27,0%,8.04
https://antidote.fit/clinic/view/dr-naveens---cosmetology--8-1750492861,0,27,0%,9
https://antidote.fit/clinic/view/dr-ruchi-17-1750457495,0,27,0%,9.56
https://antidote.fit/clinic/view/the-smile-lo-19-1750459576,0,27,0%,9.85
https://antidote.fit/clinic/view/dncc-ban-18-1750473970,0,27,0%,9.89
https://antidote.fit/clinic/view/sephora--13-1750457427,0,27,0%,9.96
https://antidote.fit/clinic/all?page=34,0,27,0%,11.41
https://antidote.fit/clinic/view/skintology-skin-and-hair-clinic,0,27,0%,11.52
https://antidote.fit/clinic/view/lavanya-skin-clinic--9-1750461916,0,27,0%,11.63
https://antidote.fit/clinic/view/skin-and-cosmetic-clinic-.-dr.-vidya-ts.,0,27,0%,12
https://antidote.fit/clinic/view/radianz-skin-12-1750458521,0,27,0%,12.63
https://antidote.fit/clinic/view/sparsh-ski-3-1750438358,0,27,0%,13.22
https://antidote.fit/clinic/view/dr.-k-v-chary-skin-&,0,27,0%,13.63
https://antidote.fit/clinic/view/zeeva-hair-clinic-dr-anch-6-1750491334,0,27,0%,13.93
https://antidote.fit/clinic/view/isaac-luxe---9-1750459152,0,27,0%,18.26
https://antidote.fit/clinic/view/dr-rohit-gar-13-1750458621,0,26,0%,7.12
https://antidote.fit/clinic/view/skinmati-16-1750438604,0,26,0%,7.96
https://antidote.fit/clinic/view/vestige-jana-0-1750458121,0,26,0%,8.38
https://antidote.fit/clinic/view/mahadev-phar-4-1750457247,0,26,0%,8.62
https://antidote.fit/clinic/view/skinfluent-clinic----6-1750461626,0,26,0%,8.88
https://antidote.fit/clinic/view/derma-defyn--14-1750459580,0,26,0%,9
https://antidote.fit/clinic/view/skinfini-17-1750457772,0,26,0%,9.19
https://antidote.fit/clinic/view/dncc-ahmedabad-clini-10-1750462039,0,26,0%,9.5
https://antidote.fit/clinic/view/dr.-praneeth-skin.-hair.-laser,0,26,0%,10.15
https://antidote.fit/clinic/view/al-safa-polycli-16-1750461416,0,26,0%,10.23
https://antidote.fit/clinic/view/kosmoderma-skin,0,26,0%,10.23
https://antidote.fit/clinic/view/dr-dhava-10-1750456791,0,26,0%,10.31
https://antidote.fit/clinic/view/dr-mahek-1-1750456735,0,26,0%,10.62
https://antidote.fit/clinic/view/keraderm-clinic-13-1750490840,0,26,0%,10.85
https://antidote.fit/clinic/view/thenewyou---liposcution-and-gy,0,26,0%,11.46
https://antidote.fit/clinic/view/fle-clinic-1-1750459715,0,26,0%,11.85
https://antidote.fit/clinic/view/dr-fiona-sequeira,0,26,0%,12.35
https://antidote.fit/clinic/view/skinlab--12-1750456993,0,26,0%,13.08
https://antidote.fit/clinic/view/dermatol-10-1750456111,0,25,0%,5.92
https://antidote.fit/clinic/view/skin-n-smile-klinic--13-1750462247,0,25,0%,6.88
https://antidote.fit/clinic/view/padma-hospital-_laser-int,0,25,0%,6.92
https://antidote.fit/clinic/view/bond-shine-s-13-1750458570,0,25,0%,7.08
https://antidote.fit/clinic/view/halo-derma-by-dr-aishwary,0,25,0%,7.12
https://antidote.fit/clinic/view/brillian-5-1750455292,0,25,0%,7.36
https://antidote.fit/packages/121,0,25,0%,8.36
https://antidote.fit/clinic/view/arisia---7-1750463017,0,25,0%,8.68
https://antidote.fit/clinic/view/dr-madhavi-g-9-1750458114,0,25,0%,9.36
https://antidote.fit/clinic/view/dr-navjot-ar-5-1750458098,0,25,0%,9.56
https://antidote.fit/clinic/view/orange-hospitals---multispecia,0,25,0%,9.56
https://antidote.fit/clinic/view/dr-balis-bli-11-1750459172,0,25,0%,10.12
https://antidote.fit/clinic/view/beautera-9-1750464682,0,25,0%,10.2
https://antidote.fit/clinic/view/nishul-skin-care-clinic,0,25,0%,10.32
https://antidote.fit/clinic/view/salt-skin-st-3-1750458260,0,25,0%,10.36
https://antidote.fit/clinic/view/medfine-ho-5-1750438252,0,25,0%,11.04
https://antidote.fit/clinic/view/meadows-wellness-7-1750490531,0,25,0%,11.08
https://antidote.fit/clinic/view/dermacare-skin-cosme,0,25,0%,11.12
https://antidote.fit/clinic/view/elysian-aesthetics-–-best-skin-and-hair-clinic-kon,0,25,0%,12.04
https://antidote.fit/clinic/view/inara-sk-8-1750455228,0,25,0%,14.24
https://antidote.fit/clinic/view/phi-skin-19-1750474971,0,25,0%,14.24
https://antidote.fit/clinic/view/enhance--5-1750455342,0,25,0%,18.48
https://antidote.fit/clinic/view/vcare-hair-and--1,0,25,0%,19.44
https://antidote.fit/community/thread/147,0,25,0%,54
https://antidote.fit/clinic/view/jwisha-skin-and-hair-0-1750461462,0,24,0%,6
https://antidote.fit/clinic/view/manchanda-st-12-1750459559,0,24,0%,6.54
https://antidote.fit/clinic/view/amayaha--8-1750456869,0,24,0%,6.67
https://antidote.fit/clinic/view/dermix-skin-hair-clinic,0,24,0%,6.75
https://antidote.fit/clinic/view/dr.-abhishek-vi,0,24,0%,6.92
https://antidote.fit/clinic/view/aesthetic-de-8-1750458580,0,24,0%,7
https://antidote.fit/clinic/view/v-sculpt-aesthetic-clinic,0,24,0%,7.46
https://antidote.fit/clinic/view/sparsh-hospi-20-1750438211,0,24,0%,7.5
https://antidote.fit/clinic/view/dr-basab-sahanas-ski-11-1750490519,0,24,0%,8.38
https://antidote.fit/clinic/view/vivaa-wellness-center---skin-a,0,24,0%,8.54
https://antidote.fit/clinic/view/nm-northside-de-8-1750460953,0,24,0%,8.96
https://antidote.fit/clinic/view/advanced-grohair-and-gloskin-c,0,24,0%,9.17
https://antidote.fit/clinic/view/sk-truderma,0,24,0%,9.38
https://antidote.fit/clinic/view/health-and-glow---horamavu,0,24,0%,9.46
https://antidote.fit/clinic/view/yavana-s-16-1750471685,0,24,0%,9.54
https://antidote.fit/clinic/view/k-skin-b-16-1750457672,0,24,0%,10.46
https://antidote.fit/clinic/view/the-agel-3-1750455912,0,24,0%,11.29
https://antidote.fit/clinic/view/curewell-mul-6-1750458144,0,24,0%,11.58
https://antidote.fit/clinic/view/richen-skin-4-1750458125,0,24,0%,11.67
https://antidote.fit/clinic/view/clinic-derma-5-1750458461,0,24,0%,11.75
https://antidote.fit/clinic/view/clinic-n-10-1750438428,0,24,0%,11.83
https://antidote.fit/clinic/view/skulpted-by--2-1750458214,0,24,0%,12.75
https://antidote.fit/clinic/view/la-derma-skin--hair--18-1750491342,0,24,0%,13.04
https://antidote.fit/clinic/all?page=12,0,24,0%,13.46
https://antidote.fit/clinic/view/metamorp-5-1750456113,0,24,0%,13.96
https://antidote.fit/clinic/view/drjolly--15-1750457571,0,24,0%,14.75
https://antidote.fit/clinic/view/glow---skin-|-beauty-|-we,0,24,0%,15.21
"https://antidote.fit/clinic/view/radiance-skin,-hair-and-cosmetic-ce",0,24,0%,16.46
https://antidote.fit/clinic/view/medispa-hair-8-1750457904,0,24,0%,16.62
https://antidote.fit/clinic/view/oliva-skin-and-hair-clinic-sec,0,24,0%,20.38
https://antidote.fit/clinic/view/wizderm-skin--hair-c-5-1750490266,0,24,0%,23.04
https://antidote.fit/community/thread/63,0,24,0%,53.79
https://antidote.fit/clinic/all,0,23,0%,3.52
https://antidote.fit/clinic/view/the-dental-clinique--malkajgiri,0,23,0%,5.35
https://antidote.fit/clinic/view/body-car-7-1750438592,0,23,0%,6.57
https://antidote.fit/clinic/view/dr-farahs-de-21-1750460826,0,23,0%,7.48
https://antidote.fit/clinic/view/health-and-glow---uttarahalli-,0,23,0%,7.61
https://antidote.fit/clinic/view/scarlete-1-1750456679,0,23,0%,7.7
https://antidote.fit/clinic/view/metamorp-15-1750457118,0,23,0%,8.17
https://antidote.fit/clinic/view/archana--16-1750455423,0,23,0%,8.22
https://antidote.fit/clinic/view/dermacos---dermatology-and-cosmetol,0,23,0%,8.39
https://antidote.fit/clinic/view/dr-regin-20-1750438487,0,23,0%,8.87
https://antidote.fit/clinic/view/estetca-dlar-4-1750457943,0,23,0%,8.96
https://antidote.fit/clinic/view/new-roots---skin-las-4-1750490045,0,23,0%,9.04
https://antidote.fit/clinic/view/angels-luxe---trichology---der,0,23,0%,9.39
https://antidote.fit/clinic/view/dr-rekha-13-1750468684,0,23,0%,9.39
https://antidote.fit/clinic/view/metamorphosi-17-1750459375,0,23,0%,9.39
https://antidote.fit/clinic/view/dr-kaushals-thi-5-1750460707,0,23,0%,10.39
https://antidote.fit/clinic/view/lucidum-aest-2-1750457301,0,23,0%,10.39
https://antidote.fit/clinic/view/synova-c-6-1750461681,0,23,0%,10.7
https://antidote.fit/clinic/view/dermatopia-skin,0,23,0%,10.83
https://antidote.fit/clinic/view/tender-s-8-1750455249,0,23,0%,10.87
https://antidote.fit/clinic/view/skinscience-cli,0,23,0%,11.13
https://antidote.fit/clinic/view/dr-nitin-kum-21-1750459776,0,23,0%,11.17
https://antidote.fit/clinic/view/pro-effex-salon-1-1750461776,0,23,0%,11.39
https://antidote.fit/clinic/view/hairsure-hair-transplant-centre,0,23,0%,13.3
https://antidote.fit/clinic/view/dr-akank-7-1750455218,0,23,0%,14
https://antidote.fit/clinic/view/the-clinics--5-1750457712,0,23,0%,14.57
https://antidote.fit/learn/,0,23,0%,14.78
https://antidote.fit/clinic/view/dermasure-sk-16-1750458515,0,23,0%,15.78
https://antidote.fit/clinic/view/dr-rames-15-1750457347,0,23,0%,16.48
https://antidote.fit/clinic/view/dr-mrinm-14-1750457017,0,23,0%,17.61
https://antidote.fit/clinic/view/manipal-hospita,0,23,0%,22.26
https://antidote.fit/clinic/view/skinpriv---b-9-1750457811,0,22,0%,6.18
https://antidote.fit/clinic/view/health-and-glow---kagadasapura,0,22,0%,7.59
https://antidote.fit/clinic/view/prime-derm-skin-and-hair-clini,0,22,0%,7.68
https://antidote.fit/clinic/view/finesse--1-1750457014,0,22,0%,8.55
https://antidote.fit/clinic/view/wizderm-speciality-s-3-1750461614,0,22,0%,8.68
https://antidote.fit/clinic/view/in-my-skin---aesthetic-dermatology-clinic,0,22,0%,8.95
https://antidote.fit/clinic/view/eligere-ho-12-1750438306,0,22,0%,9.55
https://antidote.fit/clinic/view/kimaya-s-18-1750457873,0,22,0%,9.55
https://antidote.fit/clinic/view/dr-agarwals-eye,0,22,0%,9.64
https://antidote.fit/clinic/view/tvameva--1-1750455200,0,22,0%,9.91
https://antidote.fit/clinic/view/clinic-skin--17-1750458495,0,22,0%,10.68
https://antidote.fit/clinic/view/calcutta-cosmo-aid-3-1750489512,0,22,0%,11.36
https://antidote.fit/clinic/view/dr-hetal-18-1750457702,0,22,0%,11.5
https://antidote.fit/clinic/view/dr-mona-swam-14-1750459129,0,22,0%,11.73
https://antidote.fit/clinic/view/g-skin--lase-6-1750458617,0,22,0%,12.32
https://antidote.fit/clinic/view/pranahitha-multi-speciality-hospita,0,22,0%,12.41
https://antidote.fit/clinic/view/ara-skin-c-19-1750438309,0,22,0%,12.82
https://antidote.fit/clinic/view/360-wellness-0-1750457960,0,22,0%,14.27
https://antidote.fit/packages/110,0,22,0%,14.36
https://antidote.fit/clinic/view/dr-sejal-16-1750457166,0,22,0%,16.5
https://antidote.fit/clinic/view/drguptas-dental-12-1750461174,0,22,0%,18.27
https://antidote.fit/procedures,0,21,0%,1.38
https://antidote.fit/clinic/view/health--glow---sarja,0,21,0%,6.62
https://antidote.fit/clinic/view/health-and-glow---kumaraswamy-layout,0,21,0%,6.76
https://antidote.fit/clinic/view/dermaton-17-1750438484,0,21,0%,7.95
https://antidote.fit/clinic/view/atkir-sk-9-1750455413,0,21,0%,8.33
https://antidote.fit/clinic/view/sunrise-dent-13-1750459846,0,21,0%,8.38
https://antidote.fit/clinic/view/kirans-c-7-1750462965,0,21,0%,8.86
https://antidote.fit/clinic/view/dr-r-t-s-9-1750457024,0,21,0%,10.38
https://antidote.fit/clinic/view/sharva-clini-6-1750457510,0,21,0%,10.43
https://antidote.fit/clinic/view/the-tusk-multis-11-1750461254,0,21,0%,10.52
https://antidote.fit/clinic/view/epiglow-derm-5-1750458623,0,21,0%,11.19
https://antidote.fit/clinic/view/yuvanaa-sk-20-1750438257,0,21,0%,11.24
https://antidote.fit/clinic/view/auro-ski-9-1750456011,0,21,0%,11.33
https://antidote.fit/clinic/view/clinic-derma-16-1750459674,0,21,0%,11.71